name,Result,gpa,lsat,urm,we,day_sent,Sent,complete,UR,JJ,Decision,accepted,we_0,we_1_4,we_5_9,we_10,we_B
49,"WL, Withdrawn",3.7,180,0,0 years (KJD),40,10/25/2020,10/30/2020,,,2/26/2021,0,1,0,0,0,0
40415,Rejected,3.82,171,0,1-4 years,,,10/28/2020,,,1/14/2021,0,0,1,0,0,1
651591,"WL, Rejected",3.81,180,0,1-4 years,14,9/29/2020,10/8/2020,,,6/3/2021,0,0,1,0,0,1
38402267,Waitlisted,4,175,0,5-9 years,,,,,,,0,0,0,1,0,1
235711317,"Accepted, Attending",3.98,174,0,5-9 years,0,9/15/2020,,,,1/11/2021,1,0,0,1,0,1
000eee0,Rejected,3.96,170,0,1-4 years,69,11/23/2020,12/4/2020,,,3/15/2021,0,0,1,0,0,1
1v1meinRust,Rejected,3.4,176,1,1-4 years,7,9/22/2020,9/30/2020,,,2/9/2021,0,0,1,0,0,1
2020admissionspain,Rejected,3.71,173,0,1-4 years,43,10/28/2020,,,,,0,0,1,0,0,1
2020applicant123,Accepted,3.88,174,0,1-4 years,,,10/14/2020,,12/10/2020,1/11/2021,1,0,1,0,0,1
2021hopeful,Waitlisted,3.95,173,0,1-4 years,,,,,,,0,0,1,0,0,1
30kft21,Waitlisted,3.3,177,0,5-9 years,,,10/28/2020,,,3/5/2021,0,0,0,1,0,1
372US335,"WL, Rejected",3.98,173,0,1-4 years,94,12/18/2020,1/6/2021,1/7/2021,,3/12/2021,0,0,1,0,0,1
3BabyArugula3,Rejected - FW,3.96,166,1,1-4 years,100,12/24/2020,1/7/2021,,,2/9/2021,0,0,1,0,0,1
5440orfight,Rejected,3.68,172,0,1-4 years,8,9/23/2020,10/1/2020,,,1/14/2021,0,0,1,0,0,1
Aarnav511,Rejected,3.84,170,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
AB12342,Rejected,3.82,165,0,0 years (KJD),33,10/18/2020,,,,1/14/2021,0,1,0,0,0,0
ABakerIGuess,Rejected,3.2,169,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
AbnormalFluffyRussel,Rejected,,176,0,1-4 years,83,12/7/2020,12/10/2020,,,,0,0,1,0,0,1
AboardStrongCichlid,Rejected,3.62,176,0,1-4 years,86,12/10/2020,12/14/2020,,,3/16/2021,0,0,1,0,0,1
Abracadabra2,Waitlisted,3.92,176,0,0 years (KJD),,,,,,,0,1,0,0,0,0
AbsorbedDisillusionedBarnacle,Rejected,3.64,170,0,1-4 years,75,11/29/2020,12/10/2020,,,2/9/2021,0,0,1,0,0,1
AbsorbingJaggedManatee,"WL, Withdrawn",4.03,173,0,5-9 years,39,10/24/2020,10/28/2020,10/28/2020,11/12/2020,2/17/2021,0,0,0,1,0,1
AbstractedAnimatedMarkhor,Rejected,3.93,172,0,0 years (KJD),106,12/30/2020,1/13/2021,,,3/15/2021,0,1,0,0,0,0
AbuEllie,Rejected,2.86,171,1,10+ years,61,11/15/2020,11/20/2020,,,1/14/2021,0,0,0,0,1,1
AbundantGustyBoar,Rejected,3.66,177,0,1-4 years,,,,,,,0,0,1,0,0,1
AbundantSecretiveSpaniel,Accepted,3.99,170,0,1-4 years,,,,,,,1,0,1,0,0,1
AC238,Rejected,3.79,176,0,0 years (KJD),71,11/25/2020,12/2/2020,,,1/14/2021,0,1,0,0,0,0
AcceptableDapperAxolotl,Rejected,3.5,,0,5-9 years,155,2/17/2021,2/24/2021,,,,0,0,0,1,0,1
AcceptMeOrDont,Rejected,3.74,162,1,1-4 years,42,10/27/2020,11/30/2020,,,1/14/2021,0,0,1,0,0,1
AccessibleLittleNightingale,Waitlisted,3.55,169,1,1-4 years,26,10/11/2020,10/13/2020,,,,0,0,1,0,0,1
AccurateHospitableLion,Rejected,,160,1,1-4 years,,,,,,,0,0,1,0,0,1
AccurateMomentousWildebeest,Rejected,3.95,171,0,0 years (KJD),10,9/25/2020,10/1/2020,,,2/9/2021,0,1,0,0,0,0
AcidAbleReindeer,Accepted,3.78,172,1,?,,,,,,,1,,,,,
AcidicGoose,Rejected,3.95,173,0,0 years (KJD),46,10/31/2020,11/5/2020,,,1/14/2021,0,1,0,0,0,0
AcidicSelectiveAlbatross,Rejected,2.88,152,1,1-4 years,22,10/7/2020,10/14/2020,,,1/14/2021,0,0,1,0,0,1
aclawschool2020,Rejected,4,169,0,1-4 years,49,11/3/2020,11/10/2020,,,3/2/2021,0,0,1,0,0,1
ACM,Waitlisted,3.76,164,0,1-4 years,,,,,,,0,0,1,0,0,1
AcousticInconclusiveFrog,"WL, Withdrawn",4.04,167,1,0 years (KJD),0,9/15/2020,,,,3/5/2021,0,1,0,0,0,0
AcousticPricklyBaboon,Rejected,3.97,,0,1-4 years,156,2/18/2021,,,,,0,0,1,0,0,1
AcousticWindyBong,Rejected - FW,2.91,157,1,1-4 years,111,1/4/2021,1/14/2021,1/15/2021,,2/9/2021,0,0,1,0,0,1
AdamF17,"WL, Withdrawn",3.71,176,0,1-4 years,,,,,,,0,0,1,0,0,1
AdaptableNewTang,Accepted - IS,3.86,173,0,1-4 years,,,11/13/2020,,3/25/2021,,1,0,1,0,0,1
Addison,Rejected,3.89,173,0,?,0,9/15/2020,,,,1/14/2021,0,,,,,
AdmitMePls2,Accepted,,,0,1-4 years,,,10/2/2020,,,,1,0,1,0,0,1
AdorableBustlingMalamute,Rejected,3.7,156,1,1-4 years,,,,,,,0,0,1,0,0,1
AdventurousLaboredVulture,Rejected,3.58,173,0,5-9 years,0,9/15/2020,,,,3/2/2021,0,0,0,1,0,1
AFaithwise,Waitlisted,3.91,161,1,0 years (KJD),122,1/15/2021,,,,2/26/2021,0,1,0,0,0,0
AgentAqua12,"WL, Rejected - IS",3.92,172,0,0 years (KJD),99,12/23/2020,1/6/2021,,,6/14/2021,0,1,0,0,0,0
AggressiveDefiantRabbit,Rejected,3.6,173,0,1-4 years,46,10/31/2020,11/10/2020,,,,0,0,1,0,0,1
AggressiveZonkedPuffin,"WL, Withdrawn",3.87,166,0,5-9 years,,,10/21/2020,,,3/5/2021,0,0,0,1,0,1
AgonizingTastyHeron,Rejected,3.73,173,0,1-4 years,31,10/16/2020,10/20/2020,,,2/9/2021,0,0,1,0,0,1
AirborneWalrus,Rejected,3.54,173,0,1-4 years,,,,,,,0,0,1,0,0,1
Aisforapple,Waitlisted,3.65,177,0,1-4 years,,,,,,,0,0,1,0,0,1
aivonstriesagain,Rejected,3.82,166,0,1-4 years,,,,,,,0,0,1,0,0,1
AjarBrightClam,Rejected,3.37,174,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
ajl,Rejected,3.4,178,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
Albrugg,Waitlisted,3.9,172,0,0 years (KJD),,,,,,,0,1,0,0,0,0
AleaIactaEst2,"Accepted, Attending",3.95,175,0,?,42,10/27/2020,11/3/2020,,11/12/2020,1/11/2021,1,,,,,
Alexg58,Rejected,3.81,,0,1-4 years,,,,,,,0,0,1,0,0,1
AligatorJones,"WL, Withdrawn",3.9,174,0,0 years (KJD),64,11/18/2020,11/20/2020,,,2/26/2021,0,1,0,0,0,0
AliveAquaticSquid,Rejected - FW,3.79,168,1,5-9 years,,,,,,,0,0,0,1,0,1
AliveReindeer,Rejected,3.85,175,0,1-4 years,,,,,,,0,0,1,0,0,1
AllegedCalmLobster,Waitlisted,3.92,175,0,0 years (KJD),,,,,,,0,1,0,0,0,0
allenwelshdulles,Rejected,3.89,172,0,5-9 years,109,1/2/2021,1/11/2021,1/11/2021,,2/9/2021,0,0,0,1,0,1
allmyexes,Rejected,3.72,173,0,1-4 years,63,11/17/2020,12/2/2020,,,1/14/2021,0,0,1,0,0,1
AlluringIncandescentKitty,Rejected,4.01,165,0,0 years (KJD),79,12/3/2020,,12/14/2020,,2/9/2021,0,1,0,0,0,0
almostnota999sstatstwin,Rejected,3.61,177,0,5-9 years,94,12/18/2020,1/6/2021,,,2/9/2021,0,0,0,1,0,1
AloofLivelyMonkey,"WL, Withdrawn",3.99,174,0,1-4 years,8,9/23/2020,9/30/2020,,1/21/2021,2/17/2021,0,0,1,0,0,1
AloofNondescriptSiberian,Waitlisted,4,175,0,0 years (KJD),,,,,,,0,1,0,0,0,0
AloofQuirkyMarkhor,Rejected,3.66,173,0,1-4 years,41,10/26/2020,11/4/2020,,,1/14/2021,0,0,1,0,0,1
Alpha22,Rejected,4.1,171,0,0 years (KJD),0,9/15/2020,9/16/2020,,,1/14/2021,0,1,0,0,0,0
AlphaBetaDelta,Rejected,3.59,171,0,1-4 years,40,10/25/2020,,,,2/9/2021,0,0,1,0,0,1
AlphabeticallyOrganizedAxolotl,Waitlisted,3.84,,0,1-4 years,,,,,,,0,0,1,0,0,1
alphabeticsloth,Rejected,3.72,170,0,0 years (KJD),28,10/13/2020,,,,1/14/2021,0,1,0,0,0,0
AlrightAlrightAlriii,Rejected,3.92,170,0,1-4 years,57,11/11/2020,11/20/2020,,,,0,0,1,0,0,1
alwayscrying,Rejected,3.72,170,0,1-4 years,102,12/26/2020,1/8/2021,,,,0,0,1,0,0,1
alwaystressed,Rejected,3.62,175,0,1-4 years,28,10/13/2020,10/16/2020,,,3/15/2021,0,0,1,0,0,1
AM17,Rejected,3.58,142,0,1-4 years,71,11/25/2020,,,,1/14/2021,0,0,1,0,0,1
AmazingDarkFerret,"WL, Withdrawn",4,172,0,?,,,,,,,0,,,,,
ambitiousstudent,Rejected,3.34,177,0,1-4 years,,,,,,,0,0,1,0,0,1
aMoose,Rejected - FW,3.84,171,0,0 years (KJD),16,10/1/2020,10/6/2020,,,3/2/2021,0,1,0,0,0,0
AmusedArrogantRat,Waitlisted,3.96,172,0,0 years (KJD),,,12/8/2020,,,3/12/2021,0,1,0,0,0,0
AmusedPuffin,Rejected,3.53,163,0,1-4 years,,,,,,,0,0,1,0,0,1
AmusedTroubledEarwig,Rejected,3.72,176,0,1-4 years,,,,,,,0,0,1,0,0,1
AmusingInconclusiveStoat,Rejected,3.61,170,1,0 years (KJD),,,1/20/2021,,,2/9/2021,0,1,0,0,0,0
AmusingRipeMoorhen,Rejected,3.73,169,0,1-4 years,62,11/16/2020,12/10/2020,,,1/14/2021,0,0,1,0,0,1
Anchordown15,Waitlisted,3.88,178,0,0 years (KJD),,,,,,,0,1,0,0,0,0
andreasydney,Rejected - FW,2.9,169,0,5-9 years,29,10/14/2020,10/20/2020,,,1/14/2021,0,0,0,1,0,1
AnemoiBoi,Rejected - FW,3.8,173,0,1-4 years,,,11/4/2020,,,3/15/2021,0,0,1,0,0,1
AngryLuckyStarfish,Waitlisted,3.91,172,0,1-4 years,,,,,,,0,0,1,0,0,1
annoyedarab,Rejected,3.74,173,0,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
AnnoyedOriole,"WL, Withdrawn",3.98,174,0,1-4 years,47,11/1/2020,11/9/2020,,,3/5/2021,0,0,1,0,0,1
anoh,Waitlisted,4.01,171,0,0 years (KJD),,,11/19/2020,,,,0,1,0,0,0,0
AnonBean,Rejected,3.53,170,1,1-4 years,68,11/22/2020,11/30/2020,,,1/14/2021,0,0,1,0,0,1
anonon,Rejected,3.76,156,1,0 years (KJD),129,1/22/2021,1/27/2021,,,3/15/2021,0,1,0,0,0,0
AnonymousAnemone,"Accepted, Attending",4.08,178,0,0 years (KJD),,,9/23/2020,,1/14/2021,2/16/2021,1,1,0,0,0,0
AnonymousLawyer102,Waitlisted,3.77,175,0,1-4 years,,,,,,3/5/2021,0,0,1,0,0,1
Anothermeaninglessdatapoint,Waitlisted,3.76,179,0,0 years (KJD),,,,,,,0,1,0,0,0,0
AnthroLaw,Rejected - FW,3.87,175,1,0 years (KJD),71,11/25/2020,12/9/2020,,1/21/2021,2/17/2021,0,1,0,0,0,0
Antistathead,Rejected,,165,0,10+ years,,,,,,1/14/2021,0,0,0,0,1,1
Anxiousboy,"Accepted, Attending",3.82,173,1,1-4 years,,,1/19/2021,,3/4/2021,3/22/2021,1,0,1,0,0,1
anxiouslaw,Rejected,3.67,150,0,1-4 years,23,10/8/2020,,,,1/14/2021,0,0,1,0,0,1
anxioussplitter95,Rejected,3.34,172,0,1-4 years,31,10/16/2020,10/23/2020,,,1/14/2021,0,0,1,0,0,1
AnxiousWalnut,"WL, Withdrawn",3.97,180,0,1-4 years,47,11/1/2020,11/2/2020,11/10/2020,12/10/2020,2/17/2021,0,0,1,0,0,1
AnyNamePlease,Waitlisted,3.96,176,0,0 years (KJD),,,,,,,0,1,0,0,0,0
apple12,Rejected,4.04,165,0,1-4 years,70,11/24/2020,12/3/2020,,,1/14/2021,0,0,1,0,0,1
Applicant1Million,Rejected,3.77,174,0,5-9 years,107,12/31/2020,,,,3/15/2021,0,0,0,1,0,1
applicant24,Rejected,,,0,1-4 years,,,11/30/2020,,,3/15/2021,0,0,1,0,0,1
aptusername,Rejected,4,173,0,0 years (KJD),0,9/15/2020,,,,2/9/2021,0,1,0,0,0,0
AquaticDailyChipmunk,Rejected,4,166,0,1-4 years,17,10/2/2020,10/8/2020,,,1/14/2021,0,0,1,0,0,1
AquaticRapidSnake,Rejected,3.72,171,0,1-4 years,,,,,,,0,0,1,0,0,1
ArcticEye,Rejected,3.84,170,0,1-4 years,93,12/17/2020,12/18/2020,,,,0,0,1,0,0,1
arewethereyet2,"WL, Rejected",3.9,168,0,1-4 years,11,9/26/2020,10/1/2020,,,2/26/2021,0,0,1,0,0,1
Aristotle2,Rejected,3.78,169,0,1-4 years,142,2/4/2021,2/9/2021,2/10/2021,,3/15/2021,0,0,1,0,0,1
aristurtl3,"WL, Withdrawn",4.2,177,0,0 years (KJD),1,9/16/2020,9/22/2020,,,3/5/2021,0,1,0,0,0,0
arizonabear15,Rejected,3.52,167,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
arki333,Rejected,3.76,169,0,1-4 years,139,2/1/2021,,,,,0,0,1,0,0,1
Army2Law2021,Withdrawn,3.93,163,0,5-9 years,15,9/30/2020,10/2/2020,10/5/2020,,10/14/2020,0,0,0,1,0,1
armylegal0629,Rejected,3.2,161,1,5-9 years,7,9/22/2020,9/29/2020,,,,0,0,0,1,0,1
artfox,Rejected,3.87,173,0,0 years (KJD),,,,,,3/15/2021,0,1,0,0,0,0
asar1,Rejected,3.73,173,0,1-4 years,,,,,,,0,0,1,0,0,1
AshamedHaplessStingray,Rejected,3.73,171,0,1-4 years,70,11/24/2020,12/9/2020,,,1/14/2021,0,0,1,0,0,1
Asheville829,Rejected,3.75,173,0,1-4 years,,,,,,,0,0,1,0,0,1
asienboi,Rejected,4.12,168,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
asjazz45,"WL, Withdrawn",3.73,175,0,5-9 years,5,9/20/2020,9/30/2020,,,3/5/2021,0,0,0,1,0,1
aspen-tremuloides,Waitlisted,3.75,177,0,1-4 years,,,,,,3/5/2021,0,0,1,0,0,1
aspiringacademic2,Waitlisted,3.78,174,0,1-4 years,54,11/8/2020,11/19/2020,,,3/5/2021,0,0,1,0,0,1
AspiringGroovyOtter,Rejected,3.65,175,0,1-4 years,37,10/22/2020,10/27/2020,,,3/15/2021,0,0,1,0,0,1
Aspiringlawyer24,"Accepted, Attending",3.88,174,0,1-4 years,,,,,,1/11/2021,1,0,1,0,0,1
AspiringWistfulTiffany,Rejected,3.72,173,0,1-4 years,87,12/11/2020,12/17/2020,,,2/9/2021,0,0,1,0,0,1
AssortedCurvySchnauzer,Rejected,3.8,164,1,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
AssortedEagerAkita,Rejected,3.88,172,0,0 years (KJD),4,9/19/2020,9/28/2020,,,1/14/2021,0,1,0,0,0,0
AssortedToughLynx,Rejected,3.74,170,0,0 years (KJD),73,11/27/2020,12/2/2020,,,1/14/2021,0,1,0,0,0,0
atonia,Rejected,,172,0,0 years (KJD),64,11/18/2020,12/2/2020,,,1/14/2021,0,1,0,0,0,0
AttractivePeriodicCuttlefish,Accepted,,,0,?,43,10/28/2020,,,,,1,,,,,
AuspiciousDangerousLemming,Rejected,3.94,174,0,0 years (KJD),,,,,,3/2/2021,0,1,0,0,0,0
AvailableEnergeticChinook,Waitlisted,3.94,177,0,1-4 years,,,,,,,0,0,1,0,0,1
AvailableRhetoricalLiger,Rejected,3.54,176,1,5-9 years,,,11/10/2020,,,,0,0,0,1,0,1
AverageButOptimistic,Rejected,3.81,170,0,0 years (KJD),,,,,,,0,1,0,0,0,0
AVeryLumpyBiscuit,Rejected - FW,3.83,169,0,5-9 years,155,2/17/2021,2/19/2021,2/22/2021,,4/5/2021,0,0,0,1,0,1
avirton,"WL, Accepted, Attending",3.89,178,0,1-4 years,49,11/3/2020,11/17/2020,,5/20/2021,6/2/2021,1,0,1,0,0,1
AwesomeFierceMastiff,Rejected,3.94,173,0,1-4 years,,,,,,,0,0,1,0,0,1
AwesomeLackadaisicalMongoose,Waitlisted,3.96,178,0,?,44,10/29/2020,11/3/2020,,,,0,,,,,
AwesomePlausibleDevil,Rejected,3.84,179,0,1-4 years,76,11/30/2020,12/9/2020,,,3/15/2021,0,0,1,0,0,1
Awk12345,Waitlisted,3.93,171,0,0 years (KJD),,,,,,,0,1,0,0,0,0
AwokeAngelfish2,Rejected - FW,3.2,167,0,5-9 years,37,10/22/2020,10/26/2020,,,1/14/2021,0,0,0,1,0,1
Axelpro446,"Accepted, Withdrawn",3.99,173,1,1-4 years,,,1/13/2021,,1/21/2021,2/16/2021,1,0,1,0,0,1
AY94,Rejected,3.71,173,0,0 years (KJD),50,11/4/2020,,,,1/14/2021,0,1,0,0,0,0
B6767,"WL, Rejected",4.06,178,0,0 years (KJD),15,9/30/2020,,,,6/3/2021,0,1,0,0,0,0
bababooey,Rejected,3.53,172,0,1-4 years,31,10/16/2020,10/22/2020,,,1/14/2021,0,0,1,0,0,1
BabarAzamFan21,"WL, Rejected",3.88,170,0,1-4 years,94,12/18/2020,1/4/2021,1/4/2021,,6/14/2021,0,0,1,0,0,1
BabeInTheWoods,Rejected,3.85,171,0,1-4 years,138,1/31/2021,2/2/2021,,,3/15/2021,0,0,1,0,0,1
babur,"WL, Withdrawn",3.92,172,0,1-4 years,99,12/23/2020,1/8/2021,,,2/26/2021,0,0,1,0,0,1
BabyBlue2,Rejected,4,170,0,1-4 years,,,,,,,0,0,1,0,0,1
babycornluvr,Accepted,3.92,174,0,1-4 years,0,9/15/2020,,,11/5/2020,1/11/2021,1,0,1,0,0,1
backsolving,"Accepted, Attending",3.93,171,0,1-4 years,64,11/18/2020,11/20/2020,,2/18/2021,3/22/2021,1,0,1,0,0,1
badatusernames,Rejected,3.78,175,0,1-4 years,,,10/27/2020,,,3/2/2021,0,0,1,0,0,1
badbunny,Rejected,3.43,164,1,1-4 years,,,,,,,0,0,1,0,0,1
bananabread626,Waitlisted,3.87,176,0,0 years (KJD),,,,12/2/2020,,,0,1,0,0,0,0
bananasplitsundae,Rejected,3.54,174,0,1-4 years,,,,,,,0,0,1,0,0,1
BananaSplitter,Waitlisted,3.62,175,0,1-4 years,,,10/28/2020,,,3/12/2021,0,0,1,0,0,1
BarryRicardoMansfield,Rejected,3.91,169,0,1-4 years,38,10/23/2020,,,,1/14/2021,0,0,1,0,0,1
BasilGardenerBlue,"Accepted, Attending",3.96,176,0,0 years (KJD),47,11/1/2020,11/5/2020,11/6/2020,1/14/2021,,1,1,0,0,0,0
BaxAttack,Rejected,3.79,169,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
BB1232,Rejected,3.99,170,0,?,,,,,,,0,,,,,
bckgrndchar,Rejected,3.88,171,0,1-4 years,0,9/15/2020,,,,,0,0,1,0,0,1
BClark1946,Rejected - IS,3.93,163,0,0 years (KJD),36,10/21/2020,11/8/2020,,,1/21/2021,0,1,0,0,0,0
be096,"WL, Withdrawn - FW",3.95,174,1,1-4 years,139,2/1/2021,2/4/2021,,2/18/2021,3/22/2021,0,0,1,0,0,1
Beaglejuice,Rejected,3.96,163,0,1-4 years,,,,,,,0,0,1,0,0,1
BeagleLover,Rejected - FW,3.66,168,1,1-4 years,47,11/1/2020,,,,2/9/2021,0,0,1,0,0,1
BearsBeetsBattlestarGalactica,Rejected,3.68,168,1,0 years (KJD),43,10/28/2020,10/29/2020,,,3/15/2021,0,1,0,0,0,0
BearsFan56,Rejected,3.08,169,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
Beastmodeapprentice,Waitlisted,3.81,175,0,1-4 years,0,9/15/2020,,,,3/5/2021,0,0,1,0,0,1
BeaufortOrthopaedicGrips,Rejected - FW,3.2,173,0,5-9 years,47,11/1/2020,11/16/2020,11/16/2020,,1/14/2021,0,0,0,1,0,1
BeautifulStrawberry,Rejected,3.36,155,1,5-9 years,87,12/11/2020,,,,1/14/2021,0,0,0,1,0,1
becoolg,Rejected,3.49,166,1,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
Beekeeper,"Accepted, Attending",3.97,176,0,0 years (KJD),31,10/16/2020,10/23/2020,,12/10/2020,1/11/2021,1,1,0,0,0,0
beepbeep,Rejected,3.64,170,0,5-9 years,27,10/12/2020,,,12/2/2020,2/17/2021,0,0,0,1,0,1
BeerMe2,Rejected,3.8,172,0,5-9 years,60,11/14/2020,11/16/2020,,,,0,0,0,1,0,1
Beewok,Accepted,3.76,177,0,10+ years,,,,,,,1,0,0,0,1,1
BelligerentSophisticatedSiberian,Rejected,3.8,172,0,0 years (KJD),0,9/15/2020,,,,3/16/2021,0,1,0,0,0,0
BenAffleckIsJustBigMattDamon,Rejected,3.7,172,0,1-4 years,,,11/16/2020,,,1/14/2021,0,0,1,0,0,1
BeneficialDysfunctionalOlm,Waitlisted,3.94,175,0,0 years (KJD),43,10/28/2020,,,,,0,1,0,0,0,0
berkbabemaybe,Rejected,3.67,173,0,1-4 years,,,,,,,0,0,1,0,0,1
BestWishesWarmestRegards,Rejected,3.74,170,0,1-4 years,24,10/9/2020,,,,1/14/2021,0,0,1,0,0,1
betterlatethannever2,Rejected - FW,3.3,172,0,10+ years,160,2/22/2021,2/26/2021,,,4/5/2021,0,0,0,0,1,1
bewaretheclaw,Rejected,3.75,171,0,1-4 years,,,10/14/2020,,,1/14/2021,0,0,1,0,0,1
bewinter9,Rejected,3.6,171,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
bh7998,Rejected,3.66,167,0,10+ years,22,10/7/2020,10/8/2020,,,2/9/2021,0,0,0,0,1,1
biblio20,Rejected,3.42,166,0,1-4 years,67,11/21/2020,,,,1/14/2021,0,0,1,0,0,1
BigBadgerBoi,Waitlisted,4,172,0,1-4 years,47,11/1/2020,,,,2/26/2021,0,0,1,0,0,1
BigBrainApplyTime,Rejected,3.59,174,0,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
BigBrownBrown,Waitlisted,3.96,175,0,?,,,,,,,0,,,,,
bigcitybottom,Waitlisted,4.1,171,0,?,,,11/10/2020,,,,0,,,,,
BigDukeEnergy,Rejected,3.73,170,1,5-9 years,56,11/10/2020,11/16/2020,,,,0,0,0,1,0,1
BigFatCarp2,Rejected,3.87,172,0,?,,,,,,,0,,,,,
BigFoot230,Rejected,3.83,168,0,0 years (KJD),139,2/1/2021,2/5/2021,,,3/15/2021,0,1,0,0,0,0
BiggieCheese420,Rejected,4,176,0,0 years (KJD),5,9/20/2020,,,,3/2/2021,0,1,0,0,0,0
bighugebulldog,Rejected,3.88,158,1,1-4 years,76,11/30/2020,12/8/2020,,,1/14/2021,0,0,1,0,0,1
biglaw-to-PI-bro98,"WL, Withdrawn",3.97,175,0,1-4 years,82,12/6/2020,12/9/2020,12/10/2020,,2/26/2021,0,0,1,0,0,1
BigMeechLarryHoover,Rejected,3.67,176,0,0 years (KJD),148,2/10/2021,2/17/2021,,,4/5/2021,0,1,0,0,0,0
BigOlBoPeep,Rejected,3.91,174,0,5-9 years,4,9/19/2020,10/1/2020,,,2/9/2021,0,0,0,1,0,1
bigtruss,Rejected - FW,3.92,170,1,1-4 years,0,9/15/2020,9/23/2020,,,1/14/2021,0,0,1,0,0,1
BigUnsuitableCapybara,Rejected,3.17,172,0,0 years (KJD),,,,,,,0,1,0,0,0,0
bigwhoops44,Rejected,3.54,169,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
Bigwolf7,Waitlisted,4.14,179,0,0 years (KJD),106,12/30/2020,,,,2/16/2021,0,1,0,0,0,0
bioinipworld,Rejected,3.75,166,1,1-4 years,,,,,,,0,0,1,0,0,1
BirdLaw2,Rejected,3.29,173,0,1-4 years,,,,,,,0,0,1,0,0,1
BirdLawAtPenn,Rejected,3.46,173,0,1-4 years,37,10/22/2020,10/28/2020,,,1/14/2021,0,0,1,0,0,1
BirdLawStudent2021,Rejected,3.15,164,1,1-4 years,120,1/13/2021,1/18/2021,,,2/9/2021,0,0,1,0,0,1
BirdPrey,"WL, Rejected",3.82,174,0,10+ years,109,1/2/2021,1/13/2021,,,3/12/2021,0,0,0,0,1,1
BitterAssortedUrchin,Rejected,3.77,170,0,0 years (KJD),90,12/14/2020,12/16/2020,,,2/9/2021,0,1,0,0,0,0
BitterSplitter2,Accepted,3.53,174,1,1-4 years,97,12/21/2020,1/5/2021,1/5/2021,1/21/2021,2/16/2021,1,0,1,0,0,1
BizarreThoughtlessAngelfish,Rejected,3.98,171,0,1-4 years,,,,,,,0,0,1,0,0,1
blackellewoods2,Rejected,3.07,169,1,1-4 years,10,9/25/2020,10/6/2020,,,1/14/2021,0,0,1,0,0,1
BlagojeYamileth,Rejected,,,0,?,57,11/11/2020,11/24/2020,11/25/2020,,1/14/2021,0,,,,,
blankster,Accepted,4,174,0,?,,,,,,,1,,,,,
BLG820,"Accepted, Attending",3.73,176,0,1-4 years,14,9/29/2020,10/7/2020,,12/10/2020,1/11/2021,1,0,1,0,0,1
BlindingDerision,Rejected,3.39,163,0,10+ years,157,2/19/2021,2/23/2021,,,4/5/2021,0,0,0,0,1,1
BlondeRidingHood,Rejected,3.51,171,0,1-4 years,,,,,,,0,0,1,0,0,1
Bloombloombloom,Accepted,3.86,171,1,1-4 years,,,,,,,1,0,1,0,0,1
bloop,"Accepted, Withdrawn",3.99,177,0,0 years (KJD),35,10/20/2020,10/30/2020,,1/14/2021,2/16/2021,1,1,0,0,0,0
BlueberryJam,Waitlisted,3.92,173,0,1-4 years,,,,,,,0,0,1,0,0,1
BlueButterfly134,Rejected,3.81,162,0,?,91,12/15/2020,12/18/2020,,,1/14/2021,0,,,,,
BlueRocket,Rejected,3.3,169,0,1-4 years,,,,,,,0,0,1,0,0,1
BNATLAX,Rejected,3.73,170,0,1-4 years,,,,,,,0,0,1,0,0,1
BoatyMcBoatface,Rejected,3.75,170,0,5-9 years,70,11/24/2020,12/4/2020,12/4/2020,,3/15/2021,0,0,0,1,0,1
bobloblaw22,Rejected,3.99,173,0,1-4 years,40,10/25/2020,,,,3/2/2021,0,0,1,0,0,1
BobLoblawsLawBlog,Rejected,3.45,166,0,1-4 years,28,10/13/2020,,,,1/14/2021,0,0,1,0,0,1
bob-oconnor,Rejected,3.62,172,0,1-4 years,,,,,,,0,0,1,0,0,1
bobthepilawyer,Rejected,3.84,173,1,1-4 years,,,12/8/2020,,1/14/2021,2/17/2021,0,0,1,0,0,1
Bodi0327,Rejected - FW,,170,0,1-4 years,7,9/22/2020,9/30/2020,,,1/14/2021,0,0,1,0,0,1
boeufbourgeoisie,Rejected,3.88,169,0,0 years (KJD),70,11/24/2020,11/30/2020,,,3/15/2021,0,1,0,0,0,0
bogo,Waitlisted,3.91,175,0,1-4 years,138,1/31/2021,,,,3/5/2021,0,0,1,0,0,1
BoldlyGoing,Withdrawn,3.88,171,0,10+ years,,,9/17/2020,,,,0,0,0,0,1,1
