name,Result,gpa,lsat,urm,we,day_sent,Sent,complete,UR,JJ,Decision,accepted,we_0,we_1_4,we_5_9,we_10,we_B
MoldovaSapphire,Rejected,3.92,170,0,0 years (KJD),,,,,,,0,1,0,0,0,0
Mollyrose96,Rejected - FW,4,171,0,1-4 years,,,1/6/2021,,,2/9/2021,0,0,1,0,0,1
momochan,Rejected,3.6,172,0,1-4 years,76,11/30/2020,12/8/2020,,,1/14/2021,0,0,1,0,0,1
monke,Rejected,3.94,170,0,0 years (KJD),,,11/3/2020,,,1/14/2021,0,1,0,0,0,0
moomin24,Rejected,3.72,178,0,1-4 years,41,10/26/2020,10/29/2020,,,3/15/2021,0,0,1,0,0,1
moonchildksj,Rejected,3.7,166,1,0 years (KJD),39,10/24/2020,10/27/2020,,,1/14/2021,0,1,0,0,0,0
moonface,Rejected,,,0,5-9 years,129,1/22/2021,1/25/2021,,,2/17/2021,0,0,0,1,0,1
moongrog,Waitlisted,4,172,0,1-4 years,108,1/1/2021,1/13/2021,,,2/26/2021,0,0,1,0,0,1
MoreMoneyMoreProblems,Waitlisted,3.73,161,1,0 years (KJD),,,,,,,0,1,0,0,0,0
morningbird,Rejected,3.8,,0,5-9 years,,,,,,,0,0,0,1,0,1
morrozovo,Rejected,3.59,173,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
MostlyDead,Rejected - FW,3.25,173,0,5-9 years,17,10/2/2020,10/7/2020,,,1/14/2021,0,0,0,1,0,1
MotionlessWaggishScorpion,"WL, Withdrawn",4.03,176,0,1-4 years,,,12/17/2020,,,3/5/2021,0,0,1,0,0,1
mountainsandtrees,"WL, Rejected",4.18,,0,0 years (KJD),48,11/2/2020,11/10/2020,,,6/3/2021,0,1,0,0,0,0
mquinn222,Rejected,3.9,163,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
MrArdicay,"WL, Withdrawn",,175,0,5-9 years,141,2/3/2021,2/10/2021,,,4/9/2021,0,0,0,1,0,1
mrdalloway,Rejected,3.5,171,0,10+ years,,,,,,2/9/2021,0,0,0,0,1,1
MrFezziwig,Waitlisted - IS,3.73,175,0,1-4 years,0,9/15/2020,,,,2/26/2021,0,0,1,0,0,1
MrsSoftie,Rejected,3.68,170,0,1-4 years,58,11/12/2020,11/19/2020,,,3/15/2021,0,0,1,0,0,1
mt361,Waitlisted,3.84,173,0,1-4 years,80,12/4/2020,12/9/2020,,,3/12/2021,0,0,1,0,0,1
mulanan,Rejected,3.65,159,1,0 years (KJD),,,,,,,0,1,0,0,0,0
MundaneUptightTamarin,Rejected,3.75,166,0,1-4 years,,,11/9/2020,,,1/14/2021,0,0,1,0,0,1
Mushy,Rejected,3.25,177,0,1-4 years,13,9/28/2020,9/28/2020,,,,0,0,1,0,0,1
mux,Rejected,3.75,172,0,0 years (KJD),,,11/23/2020,,,1/14/2021,0,1,0,0,0,0
MyDogIsProud327,Rejected,3.89,164,0,0 years (KJD),,,,,,,0,1,0,0,0,0
MysteriousTeenyWeenyDugong,Rejected,3.1,173,1,1-4 years,70,11/24/2020,,,,1/14/2021,0,0,1,0,0,1
mzhg,Rejected - FW,3.69,170,0,0 years (KJD),,,1/13/2021,,,2/9/2021,0,1,0,0,0,0
Naataraja,Rejected,3.32,170,1,0 years (KJD),,,,,,,0,1,0,0,0,0
Nadie,"WL, Withdrawn",3.9,173,0,1-4 years,,,,,,3/12/2021,0,0,1,0,0,1
naebkcaj,"WL, Withdrawn",4.1,171,1,0 years (KJD),,,,,,,0,1,0,0,0,0
Namedisplayed,Rejected,,167,0,?,71,11/25/2020,12/2/2020,,,1/14/2021,0,,,,,
NarrowKnowingDuck,"WL, Rejected",3.78,177,0,1-4 years,3,9/18/2020,9/30/2020,,,3/5/2021,0,0,1,0,0,1
NarrowNosyCow,Rejected,3.63,174,0,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
NarvaloFR,Rejected,3.2,161,1,5-9 years,,,,,,,0,0,0,1,0,1
NastyElatedTerrier,Rejected,2.92,173,1,5-9 years,,,,,,2/10/2021,0,0,0,1,0,1
NaturalSpicyGharial,Waitlisted,3.98,179,0,1-4 years,,,10/23/2020,,,,0,0,1,0,0,1
NaughtyGrotesqueChihuahua,Rejected,3.72,169,0,5-9 years,,,,,,1/14/2021,0,0,0,1,0,1
NauseatingCulturedMeerkat,"Accepted, Attending",3.88,175,0,0 years (KJD),37,10/22/2020,11/2/2020,,2/18/2021,3/22/2021,1,1,0,0,0,0
NauseatingGodlyUrchin,Rejected,3.82,171,0,1-4 years,,,,,,,0,0,1,0,0,1
nayaustin,Accepted,3.89,160,1,0 years (KJD),13,9/28/2020,9/30/2020,,11/23/2020,1/11/2021,1,1,0,0,0,0
NeatGratefulSchnauzer,Rejected,3.8,157,0,1-4 years,122,1/15/2021,1/20/2021,1/20/2021,,2/9/2021,0,0,1,0,0,1
NebulousAgreeablePanda,Rejected,3.67,174,0,0 years (KJD),35,10/20/2020,,,,1/14/2021,0,1,0,0,0,0
NeighborlyAggressiveCorgi,Waitlisted,3.81,158,1,5-9 years,,,,,,,0,0,0,1,0,1
Nenasmama,Rejected,3.54,169,1,10+ years,34,10/19/2020,,,,,0,0,0,0,1,1
neurosis,Accepted - FW,3.97,171,1,?,22,10/7/2020,10/9/2020,,,1/11/2021,1,,,,,
NeuroticStatusChecker,Rejected,3.79,172,0,1-4 years,,,,,,,0,0,1,0,0,1
NewYorkLondoner,Rejected,3.65,170,0,1-4 years,83,12/7/2020,12/11/2020,,,1/14/2021,0,0,1,0,0,1
NewYorkLosAngeles,Rejected,3.48,175,0,?,80,12/4/2020,12/10/2020,,,1/14/2021,0,,,,,
nextbooks,Rejected - IS,3.67,170,0,1-4 years,85,12/9/2020,12/16/2020,,,2/9/2021,0,0,1,0,0,1
NextLawyerMaybe,Rejected,4.1,170,0,0 years (KJD),,,,,,,0,1,0,0,0,0
NicePinkWarthog,Rejected,3.64,170,0,1-4 years,,,10/13/2020,,,,0,0,1,0,0,1
nickhej,Rejected,3.34,165,1,5-9 years,167,3/1/2021,,,,4/5/2021,0,0,0,1,0,1
NicklausCopernicus18,"WL, Withdrawn",3.89,178,0,1-4 years,61,11/15/2020,11/24/2020,,3/25/2021,4/14/2021,0,0,1,0,0,1
Nightingale,Rejected,3.97,170,0,?,,,,,,,0,,,,,
nikslaw,Rejected,3.51,165,0,?,,,,,,1/14/2021,0,,,,,
NimbleCattle,Rejected,3.87,173,0,1-4 years,70,11/24/2020,12/2/2020,,,1/14/2021,0,0,1,0,0,1
NimbleEminentWildebeest,Rejected,4.03,170,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
NippyImmenseStingray,Withdrawn,,173,0,1-4 years,,,,,,,0,0,1,0,0,1
nirvana2,Rejected,3.62,157,1,?,,,,,,,0,,,,,
NISPSE,Rejected,3.66,166,0,0 years (KJD),23,10/8/2020,10/15/2020,10/15/2020,,1/14/2021,0,1,0,0,0,0
NittyGrittyLawBand,Rejected,3.98,170,0,0 years (KJD),29,10/14/2020,10/21/2020,,,3/3/2021,0,1,0,0,0,0
NJ-1217,Rejected,3.86,178,0,0 years (KJD),34,10/19/2020,10/23/2020,,,3/2/2021,0,1,0,0,0,0
nobodynobodynobodyno,Rejected,3.42,164,1,1-4 years,,,12/10/2020,,,1/14/2021,0,0,1,0,0,1
NoMoreRejectionandWl,Rejected,,167,0,0 years (KJD),,,,,,,0,1,0,0,0,0
Noname,"Accepted, Attending",3.81,160,1,0 years (KJD),43,10/28/2020,,,1/14/2021,2/16/2021,1,1,0,0,0,0
Nonstop,Waitlisted,3.88,177,0,1-4 years,13,9/28/2020,10/1/2020,,,3/5/2021,0,0,1,0,0,1
NonstopNervousMagpie,Rejected,3.36,170,0,5-9 years,,,2/9/2021,,,3/15/2021,0,0,0,1,0,1
NooThisIsPatrick,Rejected,3.84,172,0,1-4 years,77,12/1/2020,,,,3/15/2021,0,0,1,0,0,1
nopejess,Rejected,3.65,169,0,?,,,,,,,0,,,,,
NormalLethalWolverine,Rejected,3.86,173,0,0 years (KJD),,,,,,,0,1,0,0,0,0
NormalScrutiny,"Accepted, Attending",3.85,180,0,1-4 years,73,11/27/2020,12/9/2020,,1/14/2021,2/16/2021,1,0,1,0,0,1
NostalgicCloisteredWoodpecker,Rejected - IS,3.59,169,0,1-4 years,108,1/1/2021,1/15/2021,,,2/9/2021,0,0,1,0,0,1
NostalgicSplitter,Rejected,3.58,177,1,1-4 years,34,10/19/2020,,,,2/9/2021,0,0,1,0,0,1
NosyObtainableMoose,Rejected,3.77,163,0,1-4 years,,,10/1/2020,,,1/14/2021,0,0,1,0,0,1
NothingToSeeHere,Rejected,3.32,172,0,10+ years,7,9/22/2020,10/1/2020,,,1/12/2021,0,0,0,0,1,1
NotmyRealName2,Rejected,3.26,171,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
notnotanadcom,Rejected,3.73,168,1,0 years (KJD),,,,,,,0,1,0,0,0,0
NoUsername16,Rejected,3.65,172,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
NoxiousIndustrious,Rejected,3.85,172,0,0 years (KJD),153,2/15/2021,,,,,0,1,0,0,0,0
NoxiousLittleHare,Waitlisted,3.91,180,0,0 years (KJD),,,9/25/2020,,,2/26/2021,0,1,0,0,0,0
NullMarvelousEel,"WL, Withdrawn",3.78,178,0,1-4 years,55,11/9/2020,,,,4/9/2021,0,0,1,0,0,1
NullOptimalGrasshopper,Waitlisted,4,172,0,?,86,12/10/2020,,,,2/26/2021,0,,,,,
NullPurringReindeer,Rejected,3.75,173,0,0 years (KJD),,,,,,4/5/2021,0,1,0,0,0,0
NutritiousTriteHornet,Rejected,3.54,177,0,1-4 years,,,,,,,0,0,1,0,0,1
NuttyPlacidCaracal,Rejected,3.73,157,0,10+ years,,,,,,,0,0,0,0,1,1
nwzamboni,Rejected,3.78,167,0,0 years (KJD),,,,,,,0,1,0,0,0,0
Nyes,Rejected,3.75,170,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
OatMilkLatte000,Rejected - FW IS,3.67,170,0,1-4 years,,,1/14/2021,,,2/9/2021,0,0,1,0,0,1
ObsequiousEnviousAnteater,Rejected,3.47,168,0,1-4 years,,,,,,,0,0,1,0,0,1
ObsessivelyCheckingMyStatus,"Accepted, Withdrawn",3.88,172,1,1-4 years,,,11/5/2020,,12/3/2020,1/11/2021,1,0,1,0,0,1
ObsoleteShortChinchilla,Waitlisted,,177,0,1-4 years,,,,,,,0,0,1,0,0,1
OceanicFierceFalcon,Rejected,3.98,170,0,?,,,,,,,0,,,,,
OddRebel,Rejected,3.84,175,0,0 years (KJD),79,12/3/2020,12/14/2020,,,3/15/2021,0,1,0,0,0,0
OffbeatThreeParadise,Rejected,3.83,169,0,0 years (KJD),48,11/2/2020,11/9/2020,11/10/2020,,1/14/2021,0,1,0,0,0,0
ofthewoods,Waitlisted,3.95,177,0,0 years (KJD),,,1/8/2021,,,,0,1,0,0,0,0
Ohboy,Rejected,3.47,176,0,1-4 years,,,11/12/2020,,,1/14/2021,0,0,1,0,0,1
OhioBuckeyes18,"WL, Accepted, Attending",3.89,175,0,1-4 years,47,11/1/2020,11/2/2020,,5/13/2021,5/19/2021,1,0,1,0,0,1
OhLawdALawya,Rejected,3.98,170,1,0 years (KJD),29,10/14/2020,10/16/2020,,11/12/2020,2/17/2021,0,1,0,0,0,0
OhNoBaby,"WL, Withdrawn",3.73,170,1,5-9 years,100,12/24/2020,,,,2/26/2021,0,0,0,1,0,1
ohnoooooooooooooooooooo,Rejected,3.81,167,0,1-4 years,19,10/4/2020,10/9/2020,,,1/14/2021,0,0,1,0,0,1
Okapi13,Rejected,3.89,179,0,1-4 years,28,10/13/2020,,,11/13/2020,1/14/2021,0,0,1,0,0,1
okashi,Rejected,3.91,172,0,1-4 years,63,11/17/2020,12/1/2020,,,3/15/2021,0,0,1,0,0,1
OkiefromNorman,Accepted,3.87,165,1,5-9 years,5,9/20/2020,9/25/2020,,11/12/2020,1/11/2021,1,0,0,1,0,1
OldMasterCannoli,"Accepted, Withdrawn",4,180,0,0 years (KJD),46,10/31/2020,11/16/2020,,1/14/2021,2/16/2021,1,1,0,0,0,0
OldMillennial1208,Rejected,3.78,169,0,5-9 years,71,11/25/2020,12/3/2020,,,1/14/2021,0,0,0,1,0,1
olemiss02,Rejected,3.45,167,0,0 years (KJD),,,2/18/2021,,,,0,1,0,0,0,0
OliviaLux,Rejected,3.79,172,1,0 years (KJD),78,12/2/2020,12/14/2020,,,2/9/2021,0,1,0,0,0,0
oliviasimone,Rejected,3.57,172,0,5-9 years,0,9/15/2020,,,,2/9/2021,0,0,0,1,0,1
OllyOllyLolly,Rejected - IS,3.87,,0,1-4 years,115,1/8/2021,1/19/2021,,,2/9/2021,0,0,1,0,0,1
Onceuponabarb,Rejected,3.71,162,1,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
OneEyedDog,Rejected,,171,0,5-9 years,77,12/1/2020,12/7/2020,,,1/14/2021,0,0,0,1,0,1
onemorelawguy1,Rejected,4.13,170,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
onemorething,Rejected,3.78,174,0,10+ years,92,12/16/2020,1/5/2021,,,2/9/2021,0,0,0,0,1,1
OneWholeToad,"WL, Withdrawn",3.75,174,0,1-4 years,5,9/20/2020,,,,3/5/2021,0,0,1,0,0,1
onuggets,Accepted,3.98,175,0,0 years (KJD),9,9/24/2020,10/1/2020,,2/18/2021,3/22/2021,1,1,0,0,0,0
OopsIApplyAgain,Rejected,3.85,174,0,1-4 years,45,10/30/2020,11/17/2020,,,3/15/2021,0,0,1,0,0,1
OpenProductiveCaterpillar,Waitlisted,4.03,173,0,0 years (KJD),49,11/3/2020,11/12/2020,,,3/12/2021,0,1,0,0,0,0
OppositeFinickyPeccary,Rejected,3.87,178,0,0 years (KJD),,,12/8/2020,12/9/2020,,3/15/2021,0,1,0,0,0,0
OrangeChicken,Rejected,3.84,156,1,0 years (KJD),92,12/16/2020,,,,2/9/2021,0,1,0,0,0,0
OrangeScandalousJaguar,Rejected,3.25,176,0,5-9 years,,,,,,3/2/2021,0,0,0,1,0,1
OreganoJackson,Waitlisted,3.7,177,1,0 years (KJD),55,11/9/2020,,,1/22/2021,2/17/2021,0,1,0,0,0,0
orenjio,Rejected,3.66,172,0,0 years (KJD),427,11/16/2021,,,,1/14/2022,0,1,0,0,0,0
OssifiedHistoricalKoala,Rejected,3.84,169,0,1-4 years,132,1/25/2021,1/27/2021,,,2/17/2021,0,0,1,0,0,1
OtakuTyrant2,Rejected,3.78,170,0,1-4 years,,,,,,,0,0,1,0,0,1
OtherwiseFine,"Accepted, Withdrawn",3.99,177,0,5-9 years,63,11/17/2020,12/3/2020,,2/25/2021,3/22/2021,1,0,0,1,0,1
OtterlyBemused,"Accepted, Attending",3.97,171,0,1-4 years,,,1/19/2021,,2/18/2021,3/22/2021,1,0,1,0,0,1
OutgoingPaleMacaw,Rejected - FW,3.76,172,0,1-4 years,93,12/17/2020,1/5/2021,,,3/15/2021,0,0,1,0,0,1
OutgoingShinyFlamingo,Rejected,3.8,178,1,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
OvalUnwrittenStingray,"WL, Withdrawn",4,177,0,1-4 years,,,,,,3/22/2021,0,0,1,0,0,1
OverconfidentLeftTarantula,Rejected - FW,3.57,162,1,1-4 years,153,2/15/2021,,,,,0,0,1,0,0,1
OverratedAbstractedWildebeest,Rejected,3.41,172,1,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
OverratedUttermostMammoth,Waitlisted,3.99,170,0,5-9 years,53,11/7/2020,11/17/2020,,,2/26/2021,0,0,0,1,0,1
OverwroughtTruthfulOtter,Rejected,3.33,148,1,0 years (KJD),143,2/5/2021,2/11/2021,,,3/15/2021,0,1,0,0,0,0
OverwroughtWorriedBoar,"Accepted, Attending",3.96,178,0,0 years (KJD),,,,,1/15/2021,2/16/2021,1,1,0,0,0,0
OwlPostToHogwarts,Rejected,3.54,167,1,5-9 years,66,11/20/2020,12/2/2020,,,2/9/2021,0,0,0,1,0,1
p0tah0e,Rejected,4,173,0,?,36,10/21/2020,11/2/2020,,,,0,,,,,
paigesherman,Waitlisted,3.79,175,0,1-4 years,,,,,,,0,0,1,0,0,1
PainstakingAttractiveGoat,"WL, Withdrawn - FW",3.84,175,0,5-9 years,47,11/1/2020,,,,4/9/2021,0,0,0,1,0,1
PaleApache,Rejected,3.41,169,1,5-9 years,74,11/28/2020,,,,1/14/2021,0,0,0,1,0,1
PaltryHeartbreakingArmadillo,Rejected,3.15,167,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
PanickyTruthfulGibbon,Rejected,3.62,171,0,1-4 years,1,9/16/2020,9/23/2020,11/12/2020,,1/14/2021,0,0,1,0,0,1
papajohns,"WL, Withdrawn",3.74,164,1,1-4 years,14,9/29/2020,10/2/2020,,,3/5/2021,0,0,1,0,0,1
Paper-chase,Waitlisted,3.78,166,1,1-4 years,,,,,,,0,0,1,0,0,1
Paperweight,Rejected,3.26,173,0,1-4 years,,,,,,,0,0,1,0,0,1
parabellum,Rejected - FW,3.85,172,0,?,135,1/28/2021,2/2/2021,2/2/2021,,3/18/2021,0,,,,,
ParchedInvincibleCat,Rejected,3.71,167,0,5-9 years,,,12/18/2020,,,2/9/2021,0,0,0,1,0,1
parkerfinn,Rejected,3.49,165,0,1-4 years,8,9/23/2020,9/30/2020,,,1/14/2021,0,0,1,0,0,1
ParsimoniousSpectacularIbis,Rejected,3.59,172,1,1-4 years,,,10/2/2020,,,1/14/2021,0,0,1,0,0,1
PartiallyIllegalGiraffe,Rejected,3.91,170,0,1-4 years,77,12/1/2020,12/9/2020,,,2/9/2021,0,0,1,0,0,1
PastaGavel98,Waitlisted,3.84,166,1,?,,,,,,,0,,,,,
PastoralMarvelousCoral,Rejected,3.46,172,1,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
Patsfootballfan,Rejected,3.82,165,0,5-9 years,,,,,,1/14/2021,0,0,0,1,0,1
pbandj,Rejected,4.15,163,1,1-4 years,,,,,,,0,0,1,0,0,1
pbandjay,Waitlisted,3.86,173,0,1-4 years,,,,,,,0,0,1,0,0,1
Peacock23,Rejected,3.25,176,0,5-9 years,54,11/8/2020,11/24/2020,,,1/14/2021,0,0,0,1,0,1
pearlu,Rejected,3.8,168,0,1-4 years,,,,,,,0,0,1,0,0,1
pec1995,Rejected,3.7,173,0,1-4 years,,,12/26/2020,,,,0,0,1,0,0,1
peezyweezy,Rejected,3.73,176,0,?,,,,,,,0,,,,,
PeriodicFancyBracke,Rejected,3.75,174,0,1-4 years,,,,,,,0,0,1,0,0,1
PeriodicHeavenlyBee,Rejected,,,0,?,,,,,,,0,,,,,
PerpetualDamagedCass,"Accepted, Attending - FW",3.79,179,0,5-9 years,16,10/1/2020,10/8/2020,,1/14/2021,2/16/2021,1,0,0,1,0,1
PerpetualForegoingMacaw,Waitlisted,3.81,170,0,1-4 years,,,,,,,0,0,1,0,0,1
PerryThePlatypus,Rejected,3.42,159,0,0 years (KJD),,,2/5/2021,,,3/15/2021,0,1,0,0,0,0
petitfours,Rejected,2.81,166,1,5-9 years,93,12/17/2020,12/18/2020,,,1/14/2021,0,0,0,1,0,1
pettyboi,Rejected,,,0,?,,,,,,,0,,,,,
pewpewresearch,Waitlisted,3.78,175,0,1-4 years,406,10/26/2021,,,,2/18/2022,0,0,1,0,0,1
Peypal918,Waitlisted,3.4,170,1,1-4 years,,,,,,,0,0,1,0,0,1
PhillyMoo,Rejected,3.91,172,0,0 years (KJD),,,,,,,0,1,0,0,0,0
PhilzOrBust,Accepted,3.87,171,1,1-4 years,30,10/15/2020,10/21/2020,,2/18/2021,3/22/2021,1,0,1,0,0,1
PHLbadger,Rejected,3.49,174,0,1-4 years,15,9/30/2020,10/5/2020,,,1/14/2021,0,0,1,0,0,1
PhobicRobustAkita,Rejected,3.9,160,0,1-4 years,,,,,,,0,0,1,0,0,1
PhthaloBlue,"Accepted, Withdrawn",3.96,175,0,1-4 years,19,10/4/2020,10/23/2020,,11/12/2020,1/11/2021,1,0,1,0,0,1
PhysicalScandalousChinook,Rejected,3.73,174,0,5-9 years,,,,,,,0,0,0,1,0,1
picklerickle,Rejected,3.81,175,0,5-9 years,,,,,,,0,0,0,1,0,1
Pickles312,Rejected,4,172,0,0 years (KJD),52,11/6/2020,11/17/2020,,,1/14/2021,0,1,0,0,0,0
PigglyWiggly21,Waitlisted,3.99,177,0,0 years (KJD),,,,,,,0,1,0,0,0,0
pinesol,Rejected,3.89,172,0,0 years (KJD),35,10/20/2020,11/2/2020,11/2/2020,,2/9/2021,0,1,0,0,0,0
PinkAccurateDingo,Rejected,3.75,168,0,1-4 years,167,3/1/2021,3/16/2021,,,,0,0,1,0,0,1
PinkButterfly,Rejected,3.75,168,0,1-4 years,,,9/30/2020,,,3/15/2021,0,0,1,0,0,1
pip97,Rejected,3.8,177,0,0 years (KJD),,,,,,,0,1,0,0,0,0
PirateShirts,Rejected,3.86,178,0,1-4 years,31,10/16/2020,10/23/2020,,,,0,0,1,0,0,1
PizzaRat,"WL, Rejected",3.81,173,0,1-4 years,45,10/30/2020,,,,3/12/2021,0,0,1,0,0,1
PlacidPiquantPike,"WL, Rejected",3.89,173,0,1-4 years,36,10/21/2020,10/23/2020,,,6/3/2021,0,0,1,0,0,1
plantmom96,Rejected,3.8,166,1,1-4 years,141,2/3/2021,2/8/2021,,,3/15/2021,0,0,1,0,0,1
PlasticDearFrigatebird,Rejected,3.58,171,0,1-4 years,12,9/27/2020,10/2/2020,,,2/9/2021,0,0,1,0,0,1
PleasantSickStingray,Rejected,3.99,,0,1-4 years,2,9/17/2020,10/28/2020,,,1/14/2021,0,0,1,0,0,1
plover,"WL, Accepted, Attending",3.95,177,0,1-4 years,,,,,1/21/2021,5/5/2021,1,0,1,0,0,1
plsplspls,Rejected - FW,,170,0,0 years (KJD),74,11/28/2020,12/11/2020,12/14/2020,,1/14/2021,0,1,0,0,0,0
PluckyReadyVole,Waitlisted,3.94,171,0,?,,,,,,,0,,,,,
PluckyUglySalamander,Rejected,3.14,172,0,1-4 years,138,1/31/2021,2/3/2021,2/4/2021,,3/15/2021,0,0,1,0,0,1
PlushDolphin,Rejected,3.18,172,0,1-4 years,77,12/1/2020,12/8/2020,,,1/14/2021,0,0,1,0,0,1
PlutoisNotaDog,Rejected,4.08,177,1,0 years (KJD),102,12/26/2020,1/6/2021,,,3/15/2021,0,1,0,0,0,0
PlzSendHelp,Rejected,3.9,164,0,1-4 years,,,,,,,0,0,1,0,0,1
pm18goat,Rejected,3.83,167,0,0 years (KJD),35,10/20/2020,10/26/2020,10/26/2020,,3/2/2021,0,1,0,0,0,0
pochisback,Rejected,3.44,175,0,1-4 years,9,9/24/2020,9/30/2020,,,2/9/2021,0,0,1,0,0,1
PointlessGlossyMouse,Rejected,3.82,178,0,5-9 years,,,,,,,0,0,0,1,0,1
PoisedEnviousBobcat,Waitlisted,3.82,170,1,1-4 years,86,12/10/2020,,,3/25/2021,4/14/2021,0,0,1,0,0,1
PoisedFaultyHare,Rejected,3.42,170,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
PoisedKaputSparrow,Accepted,3.79,179,0,5-9 years,72,11/26/2020,12/9/2020,,1/21/2021,2/16/2021,1,0,0,1,0,1
PolentaSourdough,Rejected,3.91,171,0,1-4 years,70,11/24/2020,12/1/2020,,,2/9/2021,0,0,1,0,0,1
pommy63,Rejected,3.97,172,0,1-4 years,43,10/28/2020,,,,1/14/2021,0,0,1,0,0,1
PorkyPiggy11,Rejected,3.47,168,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
PossibleTightCaiman,Waitlisted,3.91,174,0,1-4 years,,,,,,2/26/2021,0,0,1,0,0,1
PossumCult,Rejected,3.95,170,0,0 years (KJD),,,,,,,0,1,0,0,0,0
prayingforthedub,Rejected,3.86,170,1,1-4 years,77,12/1/2020,12/11/2020,,,3/15/2021,0,0,1,0,0,1
PreciousHangingWildebeest,Waitlisted,3.58,174,1,1-4 years,21,10/6/2020,,,,3/5/2021,0,0,1,0,0,1
PreciousMeekPinscher,Rejected,3.8,166,1,0 years (KJD),,,,,,3/15/2021,0,1,0,0,0,0
PremiumAmbiguousMoose,Rejected,3.8,173,0,1-4 years,,,,,,,0,0,1,0,0,1
PresentlyCapriciousElephant,Rejected,2.94,174,0,5-9 years,,,11/4/2020,,,,0,0,0,1,0,1
PrettiestDailyLlama,Rejected,3.7,160,1,1-4 years,,,10/21/2020,11/23/2020,,,0,0,1,0,0,1
prettylittlebird,"WL, Withdrawn",3.92,174,1,0 years (KJD),79,12/3/2020,1/12/2021,,,2/26/2021,0,1,0,0,0,0
PreviouslyAnxiousBullfrog,Rejected,3.46,166,0,5-9 years,,,,,,,0,0,0,1,0,1
PreviouslyNotConsidered,Rejected,3.93,172,0,0 years (KJD),,,,,,,0,1,0,0,0,0
pricklycantankerousdragon,Accepted,3.64,173,1,1-4 years,16,10/1/2020,10/7/2020,10/7/2020,11/5/2020,1/11/2021,1,0,1,0,0,1
primeWLmaterial,Rejected,3.74,159,1,1-4 years,122,1/15/2021,,,,2/9/2021,0,0,1,0,0,1
princesslouie,"WL, Accepted, Attending",3.8,173,0,1-4 years,,,,,,,1,0,1,0,0,1
Princetonhopeful,Rejected,3.59,172,0,0 years (KJD),17,10/2/2020,10/23/2020,10/23/2020,,1/14/2021,0,1,0,0,0,0
PrincetonLaworBust2024,Rejected - IS,4,167,0,1-4 years,42,10/27/2020,10/29/2020,,,2/9/2021,0,0,1,0,0,1
pringles99,"WL, Accepted, Attending",3.9,171,0,0 years (KJD),,,,,5/13/2021,5/19/2021,1,1,0,0,0,0
PrivateHandsomelyStud,Rejected - FW,3.77,167,1,1-4 years,20,10/5/2020,10/9/2020,,,1/14/2021,0,0,1,0,0,1
ProductiveColorfulAngora,Rejected,3.86,169,0,0 years (KJD),,,,,,,0,1,0,0,0,0
ProductivePiquantZonkey,"WL, Withdrawn",3.94,167,0,1-4 years,12,9/27/2020,10/1/2020,,,3/5/2021,0,0,1,0,0,1
ProfBrianOblivion,Rejected,3.71,171,0,1-4 years,26,10/11/2020,10/13/2020,11/10/2020,,,0,0,1,0,0,1
proletariatpumpkin,Rejected,3.67,173,0,1-4 years,,,,,,,0,0,1,0,0,1
Prospective58120,Accepted,4,,0,?,71,11/25/2020,12/9/2020,,3/4/2021,3/22/2021,1,,,,,
prospectivelawlady,Rejected,3.88,170,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
ProtectivePunyBeetle,Rejected,3.39,171,0,1-4 years,107,12/31/2020,1/8/2021,1/8/2021,,2/9/2021,0,0,1,0,0,1
PshChipDiamond,Rejected,4,165,0,0 years (KJD),45,10/30/2020,11/9/2020,,,1/14/2021,0,1,0,0,0,0
P-Sherman,Rejected,3.97,168,0,0 years (KJD),13,9/28/2020,10/2/2020,,,2/9/2021,0,1,0,0,0,0
PubInterestApplicant,"WL, Withdrawn - FW",3.86,177,0,1-4 years,8,9/23/2020,10/1/2020,,,3/5/2021,0,0,1,0,0,1
PubsAndPublicInterest,"WL, Accepted, Attending",3.81,174,1,1-4 years,131,1/24/2021,,,5/6/2021,5/13/2021,1,0,1,0,0,1
pumpkin-king,Rejected,3.56,175,0,1-4 years,97,12/21/2020,,,,,0,0,1,0,0,1
PunyPetiteYorkie,"Accepted, Withdrawn",3.99,177,1,0 years (KJD),92,12/16/2020,1/4/2021,,1/14/2021,2/16/2021,1,1,0,0,0,0
PurpleOctopus,Rejected,,,0,?,,,,,,,0,,,,,
purpleunicorn1,Rejected,3.79,173,0,0 years (KJD),,,11/13/2020,,,,0,1,0,0,0,0
